0,0.0
1,-0.1
2,0.0
3,0.5
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,-0.004166666666666673
14,-0.022727272727272742
15,0.0
16,0.0
17,0.0
18,0.35
19,0.0
20,0.0
21,0.0
22,0.15
23,0.0
24,0.4
25,0.0
26,0.0
27,0.05909090909090909
28,0.0
29,0.4
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.1
42,0.0
43,0.0
44,0.75
45,0.2625
46,0.0
47,0.0
48,0.0
49,0.5
50,0.0
51,0.0
52,0.0
53,0.0
54,0.7
55,0.0
56,0.2
57,0.13636363636363635
58,0.0
59,0.37878787878787873
60,0.11818181818181818
61,0.3
62,0.0
63,0.0
64,0.05
65,0.0
66,0.5
67,0.0
68,0.0
69,1.0
70,0.0
71,-0.06565656565656565
72,0.0
73,0.0
74,0.0
75,0.7
76,0.08333333333333333
77,0.0
78,0.0
79,0.0
80,0.03068181818181817
81,0.0
82,0.10000000000000002
83,0.15333333333333332
84,0.0
85,0.0
86,0.1
87,0.0
88,0.16818181818181818
89,0.0
90,0.0
91,0.4
92,-0.23333333333333336
93,0.0
94,0.0
95,0.16666666666666666
96,0.0
97,0.4
98,0.0
99,0.0
100,0.0
101,0.0
102,0.5
103,0.0
104,0.0
105,0.16666666666666669
106,-0.3
107,0.4
108,0.06818181818181818
109,0.18333333333333332
110,0.0
111,0.025
112,0.0
113,0.0
114,0.0
115,-0.875
116,0.0
117,0.0
118,0.4681818181818182
119,0.15357142857142858
120,0.0
121,0.13636363636363635
122,0.0
123,0.0
124,0.10952380952380954
125,0.0
126,0.018181818181818174
127,1.0
128,0.0
129,0.0
130,0.4
131,0.35
132,0.0
133,0.2681818181818182
134,0.25
135,0.0
136,0.0
137,0.1642857142857143
138,0.4
139,-0.4
140,0.16
141,0.25555555555555554
142,0.4
143,-0.4
144,0.6
145,0.0
146,0.0
147,0.4
148,0.0
149,0.25
150,0.0
151,0.8
152,0.0
153,0.0
154,0.0
155,0.1
156,0.0
157,0.0
158,0.0
159,0.4787878787878788
160,0.0
161,0.10477272727272728
162,0.4
163,0.0
164,0.0
165,-0.08510101010101012
166,0.0
167,0.0
168,0.0
169,0.0
170,0.13636363636363635
171,0.0
172,0.0
173,0.0
174,0.0
175,0.13636363636363635
176,0.0
177,0.0
178,0.16666666666666666
179,0.0
180,0.0
181,0.06666666666666667
182,0.0
183,0.6
184,0.6
185,0.0
186,-0.6
187,0.0
188,0.0
189,0.0
190,0.0
191,0.1
192,-0.07818181818181817
193,0.0
194,0.1
195,0.0
196,-0.4
197,0.15
198,0.0
199,0.0
200,0.4
201,0.4000000000000001
202,0.0
203,0.0
204,0.7
205,0.16000000000000003
206,-0.016666666666666673
207,0.0
208,0.0
209,0.0
210,0.26666666666666666
211,0.0
212,0.0
213,0.0
214,0.13636363636363635
215,0.16000000000000003
216,0.0
217,0.5
218,0.0
219,0.05
220,0.31666666666666665
221,1.0
222,0.5
223,0.05000000000000002
224,0.0
225,0.0
226,0.0
227,-0.024999999999999994
228,0.0
229,-0.29583333333333334
230,0.5
231,-0.25
232,-0.04999999999999999
233,0.16000000000000003
234,0.05
235,-0.06250000000000001
236,0.0
237,0.5
238,0.0
239,0.2
240,0.0
241,0.10833333333333334
242,0.0
243,0.019999999999999997
244,0.16000000000000003
245,0.0
246,0.0
247,0.08704545454545454
248,-0.11666666666666665
249,0.0
250,-0.2625
251,0.0
252,-0.16666666666666666
253,0.4
254,0.0
255,0.0
256,0.5
257,0.0
258,0.13636363636363635
259,-0.07083333333333333
